severity,source,record_code,issue_type,details
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
Error,Formulations,:,Invalid Formulation Value,Dosage must be numeric and greater than zero
